user_id,store_id,store_name,category_id,category_name,category_active,restaurant_item_id,item_name,item_details,price,old_price,display_price,display_old_price,order_count,is_active,offers_discount
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324251,Hot Deal,1,2180438,Mì bò - trà chanh,,72000,72000,72.000,72.000,251,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180439,Mì bò,,52000,52000,52.000,52.000,2982,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180440,Mì cay thập cẩm,,63000,63000,63.000,63.000,4161,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180441,Mỳ bò Mỹ,,55000,55000,55.000,55.000,5591,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180442,Mì sườn sụn,,52000,52000,52.000,52.000,1790,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180443,Mì bạch tuộc,,55000,55000,55.000,55.000,570,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180444,Mì gà,,52000,52000,52.000,52.000,585,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180445,Mỳ hải sản,,55000,55000,55.000,55.000,2383,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180446,Mì phomai,,58000,58000,58.000,58.000,266,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180447,Mì xào,Giá đã bao gồm 3000đ tiền hộp mang đi,58000,58000,58.000,58.000,105,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180448,Mỳ bò cuộn nấm trứng,,62000,62000,62.000,62.000,247,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180450,Mỳ trộn bò,,58000,58000,58.000,58.000,40,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,2180451,Mỳ trộn hải sản,,58000,58000,58.000,58.000,36,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,6005953,Mỳ trộn thập cẩm,,63000,63000,63.000,63.000,41,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,9226215,Mỳ cá hồi ,,83000,83000,83.000,83.000,0,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,9226613,Mì xúc xích ,,45000,45000,45.000,45.000,45,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,9226990,Mỳ xào bạch tuộc ,,63000,63000,63.000,63.000,0,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324252,Mì Cay,1,9227017,Mỳ xào Hải sản ,,63000,63000,63.000,63.000,2,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180452,Kimbap thường,,40000,40000,40.000,40.000,270,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180453,Nem chua rán,,35000,35000,35.000,35.000,261,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180455,Khoai tây lắc,,40000,40000,40.000,40.000,131,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180456,Kimbap chiên,,55000,55000,55.000,55.000,116,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180457,Há cảo chiên,,30000,30000,30.000,30.000,50,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180458,Chân gà sả ớt,,42000,42000,42.000,42.000,216,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180459,Cơm trộn bibimbap,,63000,63000,63.000,63.000,113,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180460,Cá viên chiên,,30000,30000,30.000,30.000,47,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180461,Hồ lô chiên,,30000,30000,30.000,30.000,13,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180462,Phô mai que,,30000,30000,30.000,30.000,34,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180463,Đùi gà chiên,,28000,28000,28.000,28.000,116,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180464,Tokbokki,,40000,40000,40.000,40.000,99,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180465,Khoai tây chiên,,35000,35000,35.000,35.000,41,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180466,Ngô chiên,,35000,35000,35.000,35.000,49,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180467,Khoai lang kén,,30000,30000,30.000,30.000,46,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180468,Xúc xích chiên,,28000,28000,28.000,28.000,38,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180470,Khoai lệ phố,,40000,40000,40.000,40.000,26,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180471,Mực xoắn chiên,,35000,35000,35.000,35.000,28,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180472,Topokki phô mai,,35000,35000,35.000,35.000,63,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180473,Bánh xếp Hàn,,35000,35000,35.000,35.000,34,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180475,Ngô xào hải sản,,46000,46000,46.000,46.000,46,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180476,Tôm hoàng bào,,50000,50000,50.000,50.000,26,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180477,Topokki bò,,56000,56000,56.000,56.000,11,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,2180478,Topokki hải sản,,60000,60000,60.000,60.000,27,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,6391486,Takoyaki ,,43000,43000,43.000,43.000,97,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,9226218,Đậu hũ phomai chiên ,"Đậu hũ chiên thơm mềm, dai giòn ",40000,40000,40.000,40.000,18,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,9226219,Bánh Ho- TTEOK ,món ăn được ưa chuộng ,48000,48000,48.000,48.000,10,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324253,Đồ Ăn Vặt,1,9226263,Bánh xếp mini lắc phomai ,,40000,40000,40.000,40.000,12,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,2180479,Lẩu thập cẩm,,213000,213000,213.000,213.000,54,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,2180480,Lẩu hải sản,,213000,213000,213.000,213.000,12,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,2180481,Lẩu bò sụn,,213000,213000,213.000,213.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,2180482,Lẩu bạch tuộc đặc biệt,,213000,213000,213.000,213.000,2,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,8384353,lẩu bò mỹ nhỏ ,,213000,213000,213.000,213.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,8384356,lẩu thập cẩm lớn ,,318000,318000,318.000,318.000,0,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,9346931,Lẩu bò sụn lớn ,lẩu phù hợp cho nhóm 4-5 người ,318000,318000,318.000,318.000,1,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,9346936,lẩu hải sản lớn ,,318000,318000,318.000,318.000,0,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,9346944,Lẩu bò mỹ lớn ,,318000,318000,318.000,318.000,0,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324254,Lẩu,1,9347084,lẩu bạch tuộc lớn ,,318000,318000,318.000,318.000,0,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180483,Trà sữa Seoul,,35000,35000,35.000,35.000,93,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180484,Hồng trà kem mặn,,35000,35000,35.000,35.000,13,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180485,Trà sữa chocolate kem mặn,,35000,35000,35.000,35.000,21,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180486,Trà sữa bạc hà kem mặn,,35000,35000,35.000,35.000,27,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180487,Trà sữa dâu kem mặn,,35000,35000,35.000,35.000,7,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180488,Trà nhài kem mặn,,35000,35000,35.000,35.000,7,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180489,Trà sữa đào kem mặn,,35000,35000,35.000,35.000,8,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180490,Trà sữa việt quất kem mặn,,35000,35000,35.000,35.000,32,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,2180491,Trà sữa kem mặn truyền thống,,35000,35000,35.000,35.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,9347090,Ts Thái xanh kem mặn ,,35000,35000,35.000,35.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324255,Trà Sữa Kem Mặn,1,9347092,Ts Thái đỏ kem mặn ,,35000,35000,35.000,35.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324256,Nước Ép,1,2180492,Nước ép cam,,30000,30000,30.000,30.000,98,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324256,Nước Ép,1,2180493,Nước ép chanh leo,,30000,30000,30.000,30.000,38,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324256,Nước Ép,1,2180494,Nước ép chanh,,20000,20000,20.000,20.000,27,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324256,Nước Ép,1,2180496,Nước ép quất,,20000,20000,20.000,20.000,54,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324256,Nước Ép,1,6409463,Ép dưa hấu ,,30000,30000,30.000,30.000,70,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,2180497,Trà chanh,,18000,18000,18.000,18.000,520,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,2180498,Trà đào,,25000,25000,25.000,25.000,94,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,2180499,Trà tắc xí muội,,18000,18000,18.000,18.000,159,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,2180500,Trà đào cam sả,,35000,35000,35.000,35.000,35,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,2180502,Trà việt quất,,25000,25000,25.000,25.000,35,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,2180503,Trà dâu nhiệt đới,,25000,25000,25.000,25.000,54,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,6409453,Trà bạc hà ,,25000,25000,25.000,25.000,2,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,6409454,Hồng trà ,,25000,25000,25.000,25.000,0,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,6409455,Trà xanh dưa lưới ,,25000,25000,25.000,25.000,29,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,6409570,Trà nhài ,,25000,25000,25.000,25.000,2,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,6415007,Trà sữa ,,20000,20000,20.000,20.000,37,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,9226298,Ts thái xanh,,20000,20000,20.000,20.000,18,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,324257,Trà,1,9226299,Ts thái đỏ ,,20000,20000,20.000,20.000,7,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,6415824,Pepsi ,,18000,18000,18.000,18.000,90,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,6415835,Sting ,,18000,18000,18.000,18.000,38,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,6415836,7up,,18000,18000,18.000,18.000,8,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,6415838,Twister ,,18000,18000,18.000,18.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,6415839,Nước suối ,,10000,10000,10.000,10.000,22,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,6415894,Sữa tươi ,,18000,18000,18.000,18.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,9226267,Bò húc ,,18000,18000,18.000,18.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,954593,Nước ngọt ,1,9226325,Nước gạo hàn quốc ,,20000,20000,20.000,20.000,11,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,1347052,Soda ,1,9226390,Soda Deap Blue Sea ,,30000,30000,30.000,30.000,4,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,1347052,Soda ,1,9226391,Soda Blue Ocean ,,30000,30000,30.000,30.000,2,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,1347052,Soda ,1,9226393,Soda Blue Sky ,,30000,30000,30.000,30.000,2,1,False
u001,32441,Mì Cay Seoul - Trần Đại Nghĩa,1347052,Soda ,1,9226397,Soda chanh leo ,,25000,25000,25.000,25.000,4,1,False
